Genes,DNP_mean,DP_mean,DNP_vs_DP,ttest_statistics,ttest_pvalues,ttest_fdr,ranksums_statistics,ranksums_pvalues,ranksums_fdr,DNP_percentage,DP_percentage
IGKV3-7,21.84339976508709,21.983541732617063,0.993625141515662,-1.3848773258350402,0.16448355164483552,0.28913124312568744,-0.8464607528710226,0.3972957593153822,0.5622109801632766,1.0,1.0
IGKV3D-15,18.391625352118602,18.938022104786807,0.9711481616377405,-3.323984381380195,0.0015998400159984002,0.016628771905418154,-3.0854859701427597,0.0020321981135784446,0.015657552329856196,1.0,1.0
IGKV3D-20,22.181221307989972,22.664702365962523,0.9786681046957566,-2.653089229366469,0.011498850114988501,0.043851547048684957,-3.003570413413306,0.002668317954040511,0.016676987212753194,1.0,1.0
IGKV4-1,19.88237166871324,20.350513433657103,0.9769960710588453,-3.460020240401332,0.0010998900109989002,0.014557367792632503,-3.2493170836016674,0.0011568245026899145,0.01365285755323438,1.0,1.0
IGKV6-21,17.548984520639767,17.6284030352094,0.9954948548424376,-0.19346892819087924,0.8537146285371463,0.9234893818310477,0.22614191160340544,0.8210910480540141,0.8881994510199672,0.9482758620689655,0.8666666666666667
IGLL1,19.93091415138712,20.18468650742851,0.9874274809297636,-2.1084299730997085,0.041195880411958805,0.10334131422022634,-2.2936355884247064,0.0218114393974138,0.06457334032129086,1.0,1.0
IGLL5,20.87837563601556,20.924910863417463,0.9977760847964585,-0.5713756838852466,0.5703429657034297,0.7052179397444871,0.3140096341295729,0.7535137216139831,0.879930262587946,1.0,1.0
IGLV1-36,17.863496662273093,18.426615337374916,0.9694399288859282,-1.814221478557582,0.07069293070692931,0.1544263049423213,-1.5044576621303962,0.13246356680795118,0.24429756173597553,0.8448275862068966,0.9333333333333333
IGLV1-40,17.632616541059413,18.06161318125489,0.9762481548081924,-1.8439810182701177,0.0695930406959304,0.1544263049423213,-1.7677669529663689,0.0770998717435417,0.16365538813487626,0.8275862068965517,0.9333333333333333
IGLV1-47,19.639825414923532,20.000548777359786,0.9819643267566446,-2.7896027368481064,0.006799320067993201,0.03374662533746625,-2.771476336013187,0.005580272821848289,0.026157528852413854,1.0,1.0
IGLV1-51,19.189206883607206,19.539231294720036,0.9820860705401745,-2.1105309642017143,0.0382961703829617,0.1001934690251905,-2.5666874441895526,0.010267511471478962,0.040529650545311685,1.0,1.0
IGLV2-11,18.304704396407594,18.416294794871867,0.9939406704927777,-0.3809391114314056,0.7032296770322968,0.807278965980953,-1.0638575547865123,0.2873932336513425,0.44290053131200047,0.7068965517241379,1.0
IGLV2-18,18.21259697956461,18.242495599792523,0.9983610455014579,-0.1865318264755242,0.8580141985801419,0.9236994960791002,0.0955681495176961,0.923863562383787,0.9623578774831114,1.0,1.0
IGLV3-21,19.97410234237214,20.606750409929774,0.9692989891675119,-2.538761693342894,0.013398660133986601,0.04898703678019295,-2.3755511451541604,0.017522763799244227,0.056323169354713584,1.0,1.0
IGLV3-9,18.79580921058452,19.595969839131296,0.9591670820523038,-3.63680696404773,0.0007999200079992001,0.012855857271415716,-3.4535790267584976,0.0005532001922901481,0.010372503605440276,0.9137931034482759,1.0
IGLV6-57,17.608662482462503,18.50923987902941,0.9513444418867119,-3.5751882631822034,0.00039996000399960006,0.009999000099990002,-3.3858430114840905,0.0007095996541685214,0.010643994812527821,1.0,1.0
IGLV8-61,18.541639097829627,18.53438530603717,1.000391369428912,0.007887801214792562,0.9934006599340066,0.9934006599340066,0.022653932582636295,0.9819263228679096,0.98630992252357,0.9827586206896551,0.8666666666666667
ITIH1,18.43214795354549,18.182181935465977,1.0137478559485718,3.3391550759102007,0.0016998300169983002,0.016628771905418154,3.549674124942998,0.000385708289596947,0.008678436515931308,1.0,1.0
ITIH2,18.64130112867664,18.407518522423718,1.0127003868537812,2.909772192080561,0.005099490050994901,0.027854357421400713,2.853391892742641,0.004325524250881405,0.022633557126705024,1.0,1.0
ITIH3,17.003669142590713,17.677015610813086,0.9619083626417977,-4.09856498783149,0.00019998000199980003,0.006427928635707858,-3.413148197060575,0.0006421701082942143,0.010643994812527821,1.0,1.0
ITIH4,18.611202413949016,18.80052069553998,0.989930157538888,-3.155266019559348,0.001999800019998,0.017305961711521156,-3.058180784566275,0.002226851886912881,0.015657552329856196,1.0,1.0
JCHAIN,21.030217370640653,21.112974908683604,0.9960802521482222,-0.4838936945354723,0.6295370462953704,0.7455043969287282,-0.23209407740011911,0.8164649448471181,0.8881994510199672,1.0,1.0
KLKB1,17.418946210892695,17.13682683386762,1.0164627547305036,2.804973747832213,0.007599240075992401,0.03374662533746626,2.607645222554279,0.009116738969577265,0.03729575033008881,1.0,1.0
KNG1,19.04516997580911,19.091458616085273,0.9975754267284134,-1.0497321263504824,0.298970102989701,0.4375374150896599,-0.21844148461187682,0.8270851458235551,0.8904026689488034,1.0,1.0
KRT1,16.55148873256802,16.424161815402716,1.0077524149235972,0.3974714856978944,0.6901309869013099,0.7963049848861268,0.6655976210533566,0.5056683273887296,0.6732270630915039,0.8793103448275862,1.0
KRT10,16.693891970899084,16.70390255198706,0.9994007040536294,-0.10778962506492484,0.9172082791720828,0.9619871346198713,0.07081311811680466,0.9435464912885049,0.9670666764097153,0.7068965517241379,0.8666666666666667
KRT9,16.083473024830415,16.084634415590042,0.9999277950166836,-0.05840300356255943,0.9516048395160484,0.9732322222323222,-0.22886885410853172,0.8189708489017589,0.8881994510199672,0.7241379310344828,0.8
LBP,17.277548950590248,17.81862932805752,0.9696340067742878,-3.1196086616532406,0.0026997300269973002,0.020247975202479753,-2.5257296658248256,0.011545828741925782,0.043296857782221684,1.0,1.0
LCAT,17.35672898261697,17.21532479145153,1.0082138555547704,1.178096556418615,0.2460753924607539,0.38339269521323727,2.25267781005998,0.024279471054992063,0.06828601234216518,1.0,1.0
LCP1,15.896387667407279,15.730619429019642,1.010537934576297,1.228806806642628,0.2176782321767823,0.34984001599840014,1.4628459552778847,0.14350953506550407,0.2625174421929953,0.9827586206896551,1.0
LGALS3BP,16.692035884781646,17.000136864006826,0.9818765588953875,-1.9369325780447977,0.05649435056494351,0.13104359667126073,-1.5700481706478646,0.11640390503780833,0.2219565985890413,1.0,1.0
LPA,18.19890500825656,18.26265184213643,0.9965094426356641,-0.13948926233735845,0.8952104789521048,0.9501054611519981,-0.2593992629766037,0.7953271983175579,0.8839849596793214,1.0,1.0
LRG1,18.67549909858509,19.331087799387642,0.9660863005948729,-3.0125614699521894,0.0029997000299970002,0.02177201634675242,-2.9353074494720945,0.0033321734680683036,0.018743475757884206,1.0,1.0
LUM,18.099304016933388,17.971323066768484,1.0071213983349707,1.1532825666682633,0.251974802519748,0.3883173326502966,0.9420289023887187,0.34617784272079877,0.5057793156635048,1.0,1.0
LYZ,16.68400725012207,16.65046404556696,1.00201455073344,0.21303557929601313,0.826017398260174,0.9035140175302857,0.26087041840007913,0.79419243784641,0.8839849596793214,0.9655172413793104,0.8666666666666667
MASP1,16.626489745029836,16.52659385102253,1.0060445543048864,1.0357241031642257,0.3033696630336966,0.44037531730697893,1.185050291682964,0.23599756309292697,0.38201044385545735,0.9827586206896551,0.9333333333333333
MASP2,16.57023625433794,16.738414928775914,0.9899525328321949,-1.099121803192734,0.2696730326967303,0.4099758943024616,-1.0647348313839058,0.2869959431353586,0.44290053131200047,0.9827586206896551,0.8666666666666667
MBL2,15.865593843059484,16.491454704186506,0.9620493842202932,-2.340425121161995,0.0212978702129787,0.06944957678145229,-2.2562131409857007,0.024057285967849066,0.06828601234216518,0.896551724137931,1.0
NUP98,18.075006950077423,17.64844896590652,1.0241697151401197,2.093631361174702,0.039396060393960604,0.10072856350728562,1.8039345592842035,0.0712415664540218,0.1571505142368128,0.9310344827586207,1.0
ORM1,19.53068128658753,20.22780230442465,0.9655364924302908,-2.3707404619820815,0.0197980201979802,0.06550815506684625,-2.25267781005998,0.024279471054992063,0.06828601234216518,1.0,1.0
ORM2,18.87708759674565,19.56115913538357,0.9650290898456767,-3.147899146775558,0.0025997400259974,0.020170396753428105,-2.634950408130764,0.008414957668842036,0.035062323620175154,1.0,1.0
PCYOX1,15.853614539389856,16.00479749030347,0.9905538979168459,-0.7523139154082569,0.45525447455254475,0.6058511795879236,-0.19720265943665385,0.8436689495519663,0.8957372408839428,0.9655172413793104,1.0
PGLYRP2,17.07895347376358,16.945006361004722,1.0079048133653763,1.6490765011116364,0.10328967103289671,0.2038611928280856,1.5427429850713799,0.12289314792780177,0.23042465236462834,1.0,1.0
PI16,15.71400392502861,15.791831416251755,0.995071661470306,-0.35306111442182786,0.7338266173382662,0.8297034618146225,-0.7099348249885996,0.47774455348027556,0.6398364555539404,1.0,1.0
PLG,18.852636913428125,18.948035602854286,0.9949652464547939,-1.8336598388777554,0.0720927907209279,0.1559699799250844,-1.911362990353922,0.05595794933522996,0.1311514437544452,1.0,1.0
PLTP,16.786098654888903,16.729110994967222,1.0034064966117342,0.6049625884647476,0.5547445255474452,0.7012220126301977,0.43688296922375364,0.662196223639096,0.8141756848021672,1.0,1.0
PON1,18.794697947520415,18.612965370199394,1.0097637627162832,1.7363544974686473,0.08239176082391761,0.171649501716495,2.006931139871618,0.04475699558568571,0.11066290117339873,1.0,1.0
PRDX2,16.214700717051983,15.689672614951466,1.0334632923825442,2.0898717854970643,0.041695830416958304,0.10334131422022634,1.9659733615068913,0.04930168779278289,0.11927827691802313,1.0,1.0
PRG4,16.29754966355078,16.253315364795508,1.0027215554342275,0.31913905055794484,0.7528247175282472,0.8469278072192782,0.29879303734965923,0.7650979637927608,0.879930262587946,1.0,0.9333333333333333
PROC,16.09140361876871,16.15798936846235,0.9958790819714485,-0.45610010843780574,0.6454354564543545,0.7563696755324466,-0.9693340879652034,0.3323785267136905,0.4887919510495448,1.0,1.0
PROS1,17.71713240901054,17.804110785979727,0.9951147025529811,-1.1827691091494408,0.24317568243175683,0.38261908074926776,-0.819155567294538,0.4126976618644912,0.5803560869969407,1.0,1.0
QSOX1,15.45128384627301,15.533944968617678,0.9946786780491585,-0.8244103161071554,0.41435856414358563,0.5684797373921144,-0.3959251908590267,0.6921602167744316,0.8316227103566476,1.0,1.0
RBP4,19.402176594763127,18.839110737408408,1.0298881335325798,3.3281599233619534,0.0024997500249975004,0.020087276986587056,3.754463016766633,0.00017371349045875123,0.006402021767081516,1.0,1.0
RCN1,18.934529478566652,19.213716227917892,0.9854694039383398,-1.0206990220607948,0.30786921307869214,0.4419303292600676,-1.0129947471587704,0.3110626699583018,0.4716777335035659,0.8620689655172413,0.7333333333333333
SAA1,17.958825473058045,19.254863852154113,0.932690337929807,-2.5046725822052336,0.011498850114988501,0.043851547048684957,-2.554892873063312,0.010622048351025738,0.04072454626198904,0.9482758620689655,1.0
SAA4,18.950185409803453,19.0571593429064,0.9943866800304231,-0.859833751978178,0.38736126387361264,0.5447267773222677,-0.8055029745062957,0.42052949057950983,0.5876964930458989,1.0,1.0
SELENOP,17.664836027683627,17.307424560751087,1.0206507597752619,2.7037028650924406,0.008399160083991601,0.03565681167732283,2.90800226389561,0.003637457043249558,0.019486377017408348,1.0,1.0
SELL,17.682008799557284,17.783239867651343,0.9943075013975263,-0.5459051929618283,0.5846415358464153,0.715893084604583,-0.21190283058206644,0.8321828422579611,0.8916244738478155,0.8793103448275862,0.7333333333333333
SERPINA1,19.7011008099525,20.12743567421843,0.9788182224916,-3.9879686937238557,0.00029997000299970003,0.008436656334366563,-3.6862000528254213,0.0002276274406073428,0.006402021767081516,1.0,1.0
SERPINA10,16.582405654134767,16.43583039086111,1.0089180321156854,1.400447963105571,0.16428357164283572,0.28913124312568744,1.2014281653653225,0.2295851560513913,0.3798283831732576,1.0,1.0
SERPINA3,18.28022421314138,18.7183501749789,0.9765937725418146,-3.5724397233223972,0.0006999300069993001,0.01211417319806481,-3.1127911557192447,0.001853271109205756,0.015657552329856196,1.0,1.0
SERPINA4,17.135412915225373,16.821584726839298,1.0186562796241994,2.491411145922894,0.0122987701229877,0.04612038796120388,1.5290903922831376,0.12624203681782475,0.23474758912405427,1.0,1.0
SERPINA5,17.18715977906018,16.836115006056925,1.0208506993969193,2.644519146783605,0.010798920107989201,0.04338851829102804,2.675908186495491,0.007452705845780875,0.03287958461373915,1.0,1.0
SERPINA6,18.340801918022603,18.255076164058362,1.0046959954148547,1.0160067219583904,0.31716828317168283,0.45166369439005466,1.269691129306534,0.20419467384223178,0.3480591031401678,1.0,1.0
SERPINA7,16.749730698091415,17.065614097834057,0.9814900654654594,-3.209173150987201,0.0018998100189981002,0.017098290170982904,-3.0172230062015486,0.0025510206446464952,0.016475494431701102,1.0,1.0
SERPINC1,18.334757018246727,18.341676571383385,0.9996227415138562,-0.1394135612260355,0.8915108489151085,0.9501054611519981,-0.2867044485530883,0.7743386310773925,0.879930262587946,1.0,1.0
SERPIND1,17.959676499317794,17.792819699329314,1.0093777604004366,1.584100895817509,0.11608839116088392,0.2186031396860314,2.0342363254481026,0.041927773675019174,0.10554993980778195,1.0,1.0
SERPINF1,18.530587438409494,18.420550379549482,1.0059736032090645,1.7448970471091254,0.0867913208679132,0.17752770177527702,1.8157948408362259,0.0694018490014779,0.1546080794587379,1.0,1.0
SERPINF2,18.303191331983765,18.181360060781586,1.0067008887561155,1.8572944234521684,0.067993200679932,0.15298470152984703,1.406217057188957,0.15965968062431835,0.287387425123773,1.0,1.0
SERPING1,18.837027496731622,19.04592412756238,0.9890319509081499,-2.147801815305005,0.0337966203379662,0.09410644301423515,-1.8704052119891952,0.061427568753867894,0.14103268336347222,1.0,1.0
SHBG,16.30532041916402,16.84251380142776,0.9681049166058452,-2.3276327466336553,0.0225977402259774,0.07263559358349879,-2.1161518821775567,0.034331892111705356,0.08878937615096213,1.0,1.0
SHROOM3,17.341795998886408,17.29916359803654,1.002464419774301,0.20460864220889663,0.8434156584341566,0.9167561504719093,-0.22692876898662798,0.8204791311417945,0.8881994510199672,0.6551724137931034,0.9333333333333333
SPG11,17.988129467170257,18.301728810047827,0.9828650426343657,-1.7461891296581176,0.0837916208379162,0.1729643549406527,-1.7213731578966118,0.08518313184488029,0.17466390621236283,0.8793103448275862,1.0
STXBP5,22.320876364548027,22.161632877196556,1.0071855484762284,1.479587907907702,0.13788621137886212,0.25223087447352827,0.8464607528710226,0.3972957593153822,0.5622109801632766,1.0,1.0
Serine/threonine-protein,21.775304690193586,22.101264697515603,0.9852515224000435,-1.549899230044377,0.12088791120887911,0.22479157042973388,-2.2978414192389183,0.021570816423134832,0.06457334032129086,0.9827586206896551,0.9333333333333333
TF,19.98675821531351,19.692029635782326,1.0149668970127708,3.86747739967227,9.999000099990002e-05,0.0044995500449955,3.8363785734960865,0.00012486188717235992,0.006402021767081516,1.0,1.0
TFRC,15.517724909418849,15.750601462880601,0.985214751702621,-1.0967796788983555,0.2790720927907209,0.42141758978464566,-1.1651505300070706,0.24395806617450755,0.39207546349474426,0.7241379310344828,0.8
TGFBI,16.443146992670567,16.65233667991525,0.9874378178110588,-2.5125551779939923,0.014298570142985701,0.051066321939234646,-2.2117200316952528,0.02698601551993228,0.07232714314239097,1.0,1.0
TIMM44,22.01916686274225,22.049178450564504,0.9986388795442178,-0.2635090328618017,0.7972202779722027,0.8836185346982542,-0.71501482544623,0.47459988245788853,0.6394309793594306,0.8103448275862069,1.0
TMEM256,22.934162090777562,22.404966559527587,1.023619563539359,2.143208214475429,0.0342965703429657,0.09410644301423515,2.414944651944982,0.01573760091125795,0.05285015231392595,0.9310344827586207,1.0
TTR,17.36678110208259,17.184145266776007,1.0106281594150448,1.1108128350078916,0.2682731726827317,0.4099758943024616,1.1877755725770802,0.2349218406735143,0.38201044385545735,1.0,1.0
VASN,16.335145719726103,16.32629034323305,1.0005423997924134,0.09997371999329366,0.9207079292070793,0.9619871346198713,0.18718881892181463,0.8515125911022298,0.8994851314460174,0.9827586206896551,1.0
VTN,20.377417493378747,20.449037496188378,0.9964976345305748,-0.8436818444139532,0.40345965403459655,0.5569228353238296,-1.228733350941807,0.21917179754111948,0.3680123466175514,1.0,1.0
VWF,16.883624976803187,16.88969893849386,0.9996403747803443,-0.0535522804366245,0.9564043595640436,0.9737148457099991,0.0819155567294538,0.9347138635337146,0.9670666764097153,1.0,1.0
