Genes,DNP_mean,DP_mean,DNP_vs_DP,ttest_statistics,ttest_pvalues,ttest_fdr,ranksums_statistics,ranksums_pvalues,ranksums_fdr,DNP_percentage,DP_percentage
APOC3,20.257189757792297,19.315025071712274,1.048778848724347,4.285657079161261,9.999000099990002e-05,0.0044995500449955,3.9319467230137826,8.426074215932312e-05,0.006402021767081516,1.0,1.0
APOC4,17.01428587273361,16.725352112656704,1.0172751974446181,1.3462933625202333,0.17918208179182082,0.3077554839935854,1.7602909812370051,0.07835848254585802,0.16477251002633694,0.9310344827586207,1.0
APOD,19.97822049311645,19.80328233457319,1.0088337961145888,1.256515177621519,0.22047795220477953,0.351826519475712,1.1877755725770802,0.2349218406735143,0.38201044385545735,1.0,1.0
APOE,18.931337890879043,18.71145697863745,1.0117511379521449,1.9785799382683555,0.0496950304969503,0.11895087087035976,1.638311134589076,0.10135680612674962,0.20004632788174265,1.0,1.0
APOF,17.824365639011845,18.102283623905773,0.9846473521977684,-1.6388628719668465,0.10648935106489352,0.20834873034435689,-1.7475318768950145,0.08054512045441342,0.16780233428002797,1.0,1.0
APOH,19.47571493587968,19.43238707762128,1.0022296724579092,0.39222281976602885,0.6896310368963103,0.7963049848861268,0.27305185576484603,0.7848133543834712,0.8839849596793214,1.0,1.0
APOL1,17.28373575319319,16.97873728149178,1.0179635544531267,2.7279959400891456,0.007699230076992301,0.03374662533746626,2.416508923518887,0.01567014213221172,0.05285015231392595,1.0,1.0
APOM,18.02542388175835,18.118047438802005,0.9948877737870754,-0.660515151619031,0.5146485351464853,0.6654937954480414,-0.7372400105650843,0.4609764060002812,0.6248174177714655,1.0,1.0
ATRN,16.838250258067365,16.897921390429833,0.9964687294381508,-1.0677597853392014,0.28457154284571545,0.4267122956578514,-1.3925644644007147,0.16375153512514884,0.29241345558062287,1.0,1.0
AZGP1,17.054434288135564,17.05425185784717,1.0000106970560723,-0.013414702245888416,0.9899010098990101,0.9934006599340066,-0.43688296922375364,0.662196223639096,0.8141756848021672,1.0,1.0
B2M,15.765581017991336,16.374586089635322,0.9628079104833391,-3.0665653633859438,0.0033996600339966003,0.022497750224977502,-2.812434114377914,0.004916809519383091,0.024584047596915452,1.0,1.0
BCHE,16.84860519496995,16.523703574664125,1.0196627601577164,3.4362382908429714,0.0008999100089991,0.0134986501349865,3.3858430114840905,0.0007095996541685214,0.010643994812527821,1.0,1.0
BTD,16.60843259313131,16.42438166347797,1.0112059579121087,1.587633218113976,0.11438856114388561,0.21811378184215474,1.6110059490125914,0.10717842581565983,0.20969692007411705,1.0,1.0
C1QA,18.17096082749534,18.040719591565214,1.007219292737692,1.1721424687692348,0.24707529247075294,0.38339269521323727,0.43688296922375364,0.662196223639096,0.8141756848021672,1.0,1.0
C1QB,18.20229270302476,18.14389927740408,1.0032183504068168,0.7878570209740353,0.43355664433556645,0.5912136059121361,0.5597563043179343,0.5756456718112525,0.7401158637573246,1.0,1.0
